Datetime,Open,High,Low,Close,Volume
2026-02-18 09:30:00-05:00,633.5999755859375,633.5999755859375,628.14501953125,629.719970703125,876962
2026-02-18 09:31:00-05:00,629.989990234375,631.3599853515625,628.4000244140625,631.010009765625,126466
2026-02-18 09:32:00-05:00,630.6900024414062,633.4199829101562,629.0499877929688,632.6400146484375,94111
2026-02-18 09:33:00-05:00,632.489990234375,633.6599731445312,631.8200073242188,632.3049926757812,59590
2026-02-18 09:34:00-05:00,632.3049926757812,632.7656860351562,629.22998046875,629.3699951171875,57444
2026-02-18 09:35:00-05:00,629.2899780273438,631.2374267578125,628.530029296875,630.260009765625,76224
2026-02-18 09:36:00-05:00,630.280029296875,631.0,629.4099731445312,630.5809936523438,55459
2026-02-18 09:37:00-05:00,630.280029296875,633.3400268554688,630.0,632.8699951171875,61971
2026-02-18 09:38:00-05:00,633.0814819335938,633.8499145507812,632.0001220703125,633.3699951171875,48308
2026-02-18 09:39:00-05:00,633.5194091796875,633.8800048828125,632.5200805664062,633.8090209960938,56710
2026-02-18 09:40:00-05:00,633.3900146484375,634.4199829101562,632.8699951171875,632.9500122070312,48876
2026-02-18 09:41:00-05:00,633.0800170898438,633.9000244140625,632.9000244140625,633.260009765625,34640
2026-02-18 09:42:00-05:00,633.0200805664062,635.3400268554688,633.0200805664062,635.3400268554688,36536
2026-02-18 09:43:00-05:00,635.3800048828125,636.0,635.1699829101562,635.6699829101562,49641
2026-02-18 09:44:00-05:00,635.5599975585938,635.7999877929688,634.2901000976562,634.2901000976562,35982
2026-02-18 09:45:00-05:00,634.2899780273438,634.9500122070312,633.1699829101562,634.4481201171875,30737
2026-02-18 09:46:00-05:00,634.64501953125,634.64501953125,633.2700805664062,633.4299926757812,27588
2026-02-18 09:47:00-05:00,633.4299926757812,633.4299926757812,631.6900024414062,633.1900024414062,62086
2026-02-18 09:48:00-05:00,633.0800170898438,633.1500244140625,631.5001220703125,632.6226196289062,37496
2026-02-18 09:49:00-05:00,632.6099853515625,633.0999755859375,631.5,631.5,31517
2026-02-18 09:50:00-05:00,631.6300048828125,632.3519897460938,631.4000244140625,631.72998046875,33973
2026-02-18 09:51:00-05:00,631.5499877929688,632.6599731445312,631.5,632.5,38882
2026-02-18 09:52:00-05:00,632.4949951171875,633.6699829101562,632.130126953125,633.0900268554688,35216
2026-02-18 09:53:00-05:00,633.286376953125,633.286376953125,631.625,632.3599853515625,19472
2026-02-18 09:54:00-05:00,631.8099975585938,633.2949829101562,631.7401123046875,632.8400268554688,31249
2026-02-18 09:55:00-05:00,632.8400268554688,634.0,632.7899780273438,633.8599853515625,26180
2026-02-18 09:56:00-05:00,633.8400268554688,635.6799926757812,633.47998046875,635.3336181640625,40465
2026-02-18 09:57:00-05:00,635.3699951171875,635.864990234375,634.5,635.5850219726562,28560
2026-02-18 09:58:00-05:00,635.8300170898438,636.7000122070312,635.02001953125,636.6705932617188,74794
2026-02-18 09:59:00-05:00,636.677490234375,636.7899780273438,635.3499755859375,635.6552734375,62910
2026-02-18 10:00:00-05:00,635.6950073242188,636.7999877929688,635.594970703125,635.8800048828125,79829
2026-02-18 10:01:00-05:00,635.9000244140625,636.6699829101562,634.719970703125,636.3350219726562,30563
2026-02-18 10:02:00-05:00,636.4398803710938,636.9500122070312,636.0,636.239990234375,30514
2026-02-18 10:03:00-05:00,636.239990234375,637.7000122070312,636.1699829101562,637.6799926757812,34436
2026-02-18 10:04:00-05:00,637.6900024414062,638.5800170898438,637.5540161132812,638.5125122070312,40515
2026-02-18 10:05:00-05:00,638.5087280273438,639.1699829101562,638.219970703125,638.9199829101562,37766
2026-02-18 10:06:00-05:00,638.9489135742188,639.219970703125,638.2000122070312,638.7249755859375,59157
2026-02-18 10:07:00-05:00,638.7899780273438,639.0399780273438,638.0701293945312,638.3499755859375,32883
2026-02-18 10:08:00-05:00,638.3499755859375,638.7374877929688,637.719970703125,638.4324951171875,33284
2026-02-18 10:09:00-05:00,638.2899780273438,638.6599731445312,638.25,638.4450073242188,24097
2026-02-18 10:10:00-05:00,638.47998046875,638.6599731445312,637.8400268554688,638.2890014648438,27984
2026-02-18 10:11:00-05:00,638.2999877929688,639.5399780273438,638.2650146484375,638.8900146484375,31032
2026-02-18 10:12:00-05:00,638.8900146484375,639.3300170898438,638.739990234375,639.2750244140625,30192
2026-02-18 10:13:00-05:00,639.2750244140625,640.0999755859375,639.0989990234375,640.0999755859375,48132
