Datetime,Open,High,Low,Close,Volume
2026-02-18 09:30:00-05:00,308.4599914550781,309.0899963378906,307.25,307.260009765625,286921
2026-02-18 09:31:00-05:00,307.29998779296875,310.1300048828125,307.2200012207031,310.1300048828125,40928
2026-02-18 09:32:00-05:00,309.86920166015625,310.3599853515625,309.2593994140625,310.0,62610
2026-02-18 09:33:00-05:00,310.239990234375,310.5,309.510009765625,310.4649963378906,21795
2026-02-18 09:34:00-05:00,310.2900085449219,310.79998779296875,309.29998779296875,309.29998779296875,31971
2026-02-18 09:35:00-05:00,309.4599914550781,310.04998779296875,308.5849914550781,309.510009765625,15374
2026-02-18 09:36:00-05:00,309.760009765625,310.0,309.42498779296875,309.57000732421875,16486
2026-02-18 09:37:00-05:00,309.57000732421875,309.8699951171875,309.4599914550781,309.7099914550781,19489
2026-02-18 09:38:00-05:00,309.8599853515625,310.1400146484375,309.4256896972656,309.9599914550781,22103
2026-02-18 09:39:00-05:00,309.9800109863281,310.4100036621094,309.82000732421875,310.0849914550781,27178
2026-02-18 09:40:00-05:00,310.0653076171875,310.2200012207031,309.7401123046875,309.9100036621094,21701
2026-02-18 09:41:00-05:00,309.8399963378906,310.8186950683594,309.8349914550781,310.7900085449219,21066
2026-02-18 09:42:00-05:00,310.7900085449219,310.92999267578125,310.32000732421875,310.44000244140625,28247
2026-02-18 09:43:00-05:00,310.44500732421875,311.25,310.375,311.25,58888
2026-02-18 09:44:00-05:00,311.25,312.0,311.0528869628906,311.6400146484375,48433
2026-02-18 09:45:00-05:00,311.6400146484375,312.04998779296875,311.2738952636719,311.94500732421875,34693
2026-02-18 09:46:00-05:00,311.9649963378906,312.2799987792969,311.44000244140625,311.6199951171875,35530
2026-02-18 09:47:00-05:00,311.635009765625,311.635009765625,311.0,311.0000915527344,17435
2026-02-18 09:48:00-05:00,311.0,311.0199890136719,310.69000244140625,310.75830078125,17631
2026-02-18 09:49:00-05:00,310.8500061035156,311.1600036621094,310.67999267578125,310.9881896972656,13487
2026-02-18 09:50:00-05:00,310.9649963378906,311.19000244140625,310.68499755859375,310.82000732421875,17971
2026-02-18 09:51:00-05:00,310.8800048828125,311.0899963378906,310.6199951171875,310.94500732421875,14962
2026-02-18 09:52:00-05:00,310.8900146484375,311.2300109863281,310.8900146484375,311.2099914550781,10116
2026-02-18 09:53:00-05:00,311.2049865722656,311.30999755859375,310.9100036621094,311.239990234375,13530
2026-02-18 09:54:00-05:00,311.239990234375,311.6499938964844,311.1700134277344,311.64990234375,43469
2026-02-18 09:55:00-05:00,311.6050109863281,311.6416015625,311.2699890136719,311.43499755859375,40513
2026-02-18 09:56:00-05:00,311.43499755859375,311.5899963378906,311.2799987792969,311.5899963378906,28646
2026-02-18 09:57:00-05:00,311.5299987792969,311.55999755859375,311.2200012207031,311.4599914550781,22641
2026-02-18 09:58:00-05:00,311.489990234375,311.6700134277344,311.42999267578125,311.6400146484375,24927
2026-02-18 09:59:00-05:00,311.67999267578125,311.70001220703125,311.25,311.2900085449219,67067
2026-02-18 10:00:00-05:00,311.32501220703125,311.3999938964844,311.0299987792969,311.2650146484375,29196
2026-02-18 10:01:00-05:00,311.2850036621094,311.489990234375,311.239990234375,311.4100036621094,15132
2026-02-18 10:02:00-05:00,311.3800048828125,311.3800048828125,310.5400085449219,310.7099914550781,18425
2026-02-18 10:03:00-05:00,310.7950134277344,310.9100036621094,310.54998779296875,310.7510986328125,12170
2026-02-18 10:04:00-05:00,310.7650146484375,311.1444091796875,310.7200012207031,310.94000244140625,27856
2026-02-18 10:05:00-05:00,310.94000244140625,311.2099914550781,310.7200012207031,311.1549987792969,16143
2026-02-18 10:06:00-05:00,311.1470031738281,311.2250061035156,310.6199951171875,311.0299987792969,17962
2026-02-18 10:07:00-05:00,311.1300048828125,311.3699035644531,311.0899963378906,311.1600036621094,32622
2026-02-18 10:08:00-05:00,311.17999267578125,311.2300109863281,310.40008544921875,310.95001220703125,37292
2026-02-18 10:09:00-05:00,311.0,311.20001220703125,310.57000732421875,310.57000732421875,36490
2026-02-18 10:10:00-05:00,310.510009765625,310.7799987792969,310.510009765625,310.7799987792969,8753
2026-02-18 10:11:00-05:00,310.7099914550781,311.05999755859375,310.6600036621094,310.7149963378906,16910
2026-02-18 10:12:00-05:00,310.7699890136719,310.9100036621094,310.4719543457031,310.4719543457031,21748
2026-02-18 10:13:00-05:00,310.5799865722656,310.8900146484375,310.5199890136719,310.69000244140625,16886
2026-02-18 10:14:00-05:00,310.739990234375,311.0299987792969,310.739990234375,310.9800109863281,23440
2026-02-18 10:15:00-05:00,310.9479064941406,311.19000244140625,310.8399963378906,311.0799865722656,18080
2026-02-18 10:16:00-05:00,311.114990234375,311.6499938964844,311.114990234375,311.5899963378906,21412
2026-02-18 10:17:00-05:00,311.6400146484375,311.6499938964844,311.3800048828125,311.42498779296875,14797
2026-02-18 10:18:00-05:00,311.489990234375,311.5299987792969,311.17999267578125,311.2149963378906,20679
2026-02-18 10:19:00-05:00,311.30999755859375,311.30999755859375,311.0799865722656,311.2099914550781,11255
2026-02-18 10:20:00-05:00,311.17999267578125,311.3500061035156,311.0899963378906,311.18499755859375,25998
2026-02-18 10:21:00-05:00,311.1700134277344,311.3800048828125,311.1499938964844,311.3800048828125,24707
2026-02-18 10:22:00-05:00,311.3800048828125,311.44000244140625,311.2799987792969,311.3500061035156,16478
2026-02-18 10:23:00-05:00,311.3800048828125,311.5899963378906,311.29998779296875,311.5,20432
2026-02-18 10:24:00-05:00,311.489990234375,311.5050048828125,311.19000244140625,311.2799987792969,25755
2026-02-18 10:25:00-05:00,311.3330993652344,311.3330993652344,311.0519104003906,311.1199951171875,18249
2026-02-18 10:26:00-05:00,311.1400146484375,311.1400146484375,310.5899963378906,310.8987121582031,19603
2026-02-18 10:27:00-05:00,311.010009765625,311.1199951171875,310.8800048828125,310.8800048828125,9929
